"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"48","32","STRING Clusters","","Retinol metabolism, and CYP2E1 reactions","8.83E-37","CYP3A5|SULT1E1|UGT2A3|CYP2A6|UGT1A6|UGT2B7|UGT1A1|UGT2B4|CYP2S1|CYP4A11|UGT2B17|CYP2B6|CYP2A13|UGT2B28|CYP3A7|UGT2B15|CYP1A2|UGT1A10|UGT1A9|CYP2C8|CYP4A22|UGT1A4|UGT1A5|UGT1A7|UGT1A8|UGT2B11|UGT1A3|CYP2E1|UGT2A2|ENSP00000480571|CYP26C1|CYP3A4","128","1088|1118|1679|1346|1022|1034|1016|1718|1283|1694|1046|1295|1337|1706|1205|1052|331|1058|1742|1724|1652|1028|1664|1760|1040|1670|1733|1178|1688|1196|1631|1082","9.65E-40","","CL:9389","3.605403929642243","0"
"7522","205","GO Biological Process","","Organic substance metabolic process","2.47E-36","HDAC7|HSD17B2|SULT2B1|SIRT4|GSTA3|CDK5RAP1|STS|USB1|DHDH|PIK3R2|NAMPT|CYP3A5|SULT1E1|RAD51AP1|PRSS16|WARS2|NT5C1A|MMP8|GSTM2|AKR1D1|PLA2G12A|NT5C|CDADC1|ALOX12|UGT2A3|HSD17B7|GSTM5|TRIM45|NARS1|PSMB7|MMP20|MSMO1|PIK3R3|ASPA|DESI1|DCPS|SRD5A3|THRA|CAD|PI4K2B|PDE8B|UGT2B10|HPX|PELI2|SRD5A1|NARS2|MARS2|AKR1B1|PSMB4|CYP11B1|LTC4S|ALOX15|HPGDS|TLR3|SPIDR|MELK|GNPTAB|PCLAF|CYP2A6|CYP7A1|ENTPD3|UGT1A6|DCXR|UGT2B7|UGT1A1|UGT2B4|ANKK1|CYP2S1|ADAT1|CYP4A11|SWI5|EZH2|UGT2B17|PELI3|CYP2B6|METAP2|KARS1|CYP11B2|TPH2|UPP1|CYP2A13|UGT2B28|TMLHE|GSTA1|CYP3A7|PSMF1|TARS3|NT5C2|CIR1|UGT2B15|CYP1A2|PTGES|UGT1A10|CPSF4L|UGT1A9|WARS1|DHCR7|MMP23B|NT5C1B|NTRK3|GSTM3|PNP|DTL|HSD11B1|SOAT1|MMP21|THEM4|PI4KB|HSD3B1|SFR1|GSTM4|PCGF6|CYP17A1|SARS1|IRAK1|GSTA4|GSTA5|CYP2C8|PARS2|ENTPD8|CYP4A22|UCK1|UGT1A4|UGT1A5|UGT1A7|UGT1A8|ALOX5|EIF2S2|PLA2G2D|NMRK1|PIK3CD|KIN|MMP26|AKR1C4|AKR1C3|AKR1C1|PITRM1|ASMT|IDI1|RAD1|NT5M|ASPDH|GARS1|RFC4|RAD9B|PDE8A|CDKL4|CYP1A1|TYMP|CDKL1|CYP19A1|THRB|ADA2|NCOA1|PSMB11|UGT2B11|RNF212|NT5C3B|KDM4E|NCOA2|NAPRT|ENPP3|EBNA1BP2|CHTF8|TOP2A|UGT1A3|GSTA2|NT5C1B-RDH14|PHC1|CYP2E1|NNMT|ADK|HSD3B2|SNW1|HSD17B6|AKT1|ACLY|SARS2-2|SARS2|MMP28|UPP2|UGT2A2|NT5C3A|SRD5A2|CYP1B1|NMRK2|MGST2|CPSF1|EPOP|SSU72P4|SSU72P2|SSU72P3|SSU72P7|SSU72P5|SSU72P8|RAD51|PDE8B-2|HARS2|INPP5F|ENPP1|CYP26C1|MED19|CYP3A4|NR1H2|PIK3CB","128","217|1013|1163|1232|1265|400|1214|1451|1457|1478|247|1088|1118|1853|436|1886|1547|454|1301|1076|2216|1535|457|2291|1679|1124|1325|2471|1898|256|2549|2414|1508|2636|2537|487|1106|274|499|1496|2723|1700|463|2843|1154|1913|1943|283|259|1094|3128|2300|1319|292|3239|1871|3266|2567|1346|1226|3008|1022|3062|1034|1016|1718|2597|1283|3824|1694|3899|220|1046|3980|1295|484|316|1070|2603|1982|1337|1706|490|1364|1205|2531|1889|1559|4499|1052|331|2228|1058|4706|1742|325|1169|2822|1529|496|1289|250|2561|352|472|2810|4991|418|1133|3905|1277|1382|1148|1925|295|1307|1271|1724|1937|1952|1652|475|1028|1664|1760|1040|358|481|361|1586|1520|5480|2831|1463|286|1472|442|4607|466|5570|1553|2639|1904|373|5579|2738|448|337|1973|5669|310|277|1958|2099|1880|1670|5840|2003|430|2105|1574|1235|460|5645|268|1733|1370|1541|1388|1178|1250|346|1142|439|1064|301|394|1919|1931|2837|1994|1688|2009|1112|1100|1568|1313|433|3914|4715|4739|4727|4733|4709|4721|379|5654|319|1481|1241|1631|415|1082|412|1514","7.88E-40","","GO:0071704","3.5607303046740335","0"
"132","40","UniProt Keywords","","Microsome","7.55E-36","SULT2B1|CYP3A5|UGT2B10|SRD5A1|CYP2A6|CYP7A1|UGT1A6|UGT2B7|UGT1A1|UGT2B4|CYP2S1|CYP4A11|UGT2B17|CYP2B6|CYP2A13|UGT2B28|CYP3A7|UGT2B15|CYP1A2|UGT1A10|UGT1A9|CYP17A1|CYP2C8|CYP4A22|UGT1A4|UGT1A5|UGT1A7|UGT1A8|POMP|CYP1A1|MGST1|CYP19A1|UGT2B11|UGT1A3|CYP2E1|HSD17B6|SRD5A2|CYP1B1|MGST2|CYP3A4","128","1163|1088|1700|1154|1346|1226|1022|1034|1016|1718|1283|1694|1046|1295|1337|1706|1205|1052|331|1058|1742|1148|1724|1652|1028|1664|1760|1040|2543|337|1331|310|1670|1733|1178|1064|1112|1100|1313|1082","1.12E-38","","KW-0492","3.5122053048370807","0"
"131","40","GO Biological Process","","Cellular hormone metabolic process","2.28E-35","HSD17B2|CYP3A5|SULT1E1|AKR1D1|HSD17B7|SRD5A3|UGT2B10|SRD5A1|AKR1B1|CYP11B1|UGT2B7|UGT1A1|UGT2B4|CYP2S1|UGT2B17|CYP11B2|UGT2B28|CYP3A7|UGT2B15|CYP1A2|UGT1A9|HSD3B1|CYP17A1|CYP2C8|UGT1A7|UGT1A8|AKR1C4|AKR1C3|AKR1C1|ASMT|CYP1A1|CYP19A1|UGT2B11|UGT1A3|HSD3B2|HSD17B6|SRD5A2|CYP1B1|CYP26C1|CYP3A4","128","1013|1088|1118|1076|1124|1106|1700|1154|283|1094|1034|1016|1718|1283|1046|1070|1706|1205|1052|331|1742|1133|1148|1724|1760|1040|1463|286|1472|4607|337|310|1670|1733|1142|1064|1112|1100|1631|1082","8.72E-39","","GO:0034754","3.464206515299955","0"
"43","30","STRING Clusters","","Retinol metabolism, and CYP2E1 reactions","7.38E-35","CYP3A5|UGT2A3|CYP2A6|UGT1A6|UGT2B7|UGT1A1|CYP2S1|CYP4A11|UGT2B17|CYP2B6|CYP2A13|UGT2B28|CYP3A7|UGT2B15|CYP1A2|UGT1A10|UGT1A9|CYP2C8|CYP4A22|UGT1A4|UGT1A5|UGT1A7|UGT1A8|UGT2B11|UGT1A3|CYP2E1|UGT2A2|ENSP00000480571|CYP26C1|CYP3A4","128","1088|1679|1346|1022|1034|1016|1283|1694|1046|1295|1337|1706|1205|1052|331|1058|1742|1724|1652|1028|1664|1760|1040|1670|1733|1178|1688|1196|1631|1082","9.68E-38","","CL:9391","3.413194363817696","0"
"65","32","KEGG Pathways","","Retinol metabolism","7.74E-35","CYP3A5|UGT2A3|UGT2B10|CYP2A6|UGT1A6|UGT2B7|UGT1A1|UGT2B4|CYP2S1|CYP4A11|UGT2B17|CYP2B6|UGT2B28|CYP3A7|UGT2B15|CYP1A2|UGT1A10|UGT1A9|CYP2C8|CYP4A22|UGT1A4|UGT1A5|UGT1A7|UGT1A8|CYP1A1|UGT2B11|UGT1A3|HSD17B6|UGT2A2|ENSP00000480571|CYP26C1|CYP3A4","128","1088|1679|1700|1346|1022|1034|1016|1718|1283|1694|1046|1295|1706|1205|1052|331|1058|1742|1724|1652|1028|1664|1760|1040|337|1670|1733|1064|1688|1196|1631|1082","1.61E-36","","hsa00830","3.4111259039317106","0"
"868","74","GO Biological Process","","Organic acid metabolic process","5.4E-34","SULT2B1|SIRT4|CYP3A5|SULT1E1|WARS2|GSTM2|AKR1D1|ALOX12|UGT2A3|NARS1|MSMO1|ASPA|CAD|UGT2B10|NARS2|MARS2|AKR1B1|LTC4S|ALOX15|HPGDS|CYP2A6|CYP7A1|UGT1A6|UGT2B7|UGT1A1|UGT2B4|CYP2S1|CYP4A11|UGT2B17|CYP2B6|KARS1|TPH2|CYP2A13|UGT2B28|GSTA1|CYP3A7|TARS3|UGT2B15|CYP1A2|PTGES|UGT1A10|UGT1A9|WARS1|PNP|THEM4|GSTM4|SARS1|CYP2C8|PARS2|CYP4A22|UGT1A4|UGT1A5|UGT1A7|UGT1A8|ALOX5|AKR1C4|AKR1C3|AKR1C1|GARS1|CYP1A1|UGT2B11|UGT1A3|CYP2E1|ACLY|SARS2-2|SARS2|UGT2A2|SRD5A2|CYP1B1|MGST2|HARS2|ENPP1|CYP26C1|CYP3A4","128","1163|1232|1088|1118|1886|1301|1076|2291|1679|1898|2414|2636|499|1700|1913|1943|283|3128|2300|1319|1346|1226|1022|1034|1016|1718|1283|1694|1046|1295|316|2603|1337|1706|1364|1205|1889|1052|331|2228|1058|1742|325|250|4991|1277|1925|1724|1937|1652|1028|1664|1760|1040|358|1463|286|1472|1904|337|1670|1733|1178|394|1919|1931|1688|1112|1100|1313|319|1241|1631|1082","2.41E-37","","GO:0006082","3.326760624017703","0"
"846","73","GO Biological Process","","Oxoacid metabolic process","7.74E-34","SULT2B1|SIRT4|CYP3A5|SULT1E1|WARS2|GSTM2|AKR1D1|ALOX12|UGT2A3|NARS1|MSMO1|ASPA|CAD|UGT2B10|NARS2|MARS2|AKR1B1|LTC4S|ALOX15|HPGDS|CYP2A6|CYP7A1|UGT1A6|UGT2B7|UGT1A1|UGT2B4|CYP2S1|CYP4A11|UGT2B17|CYP2B6|KARS1|TPH2|CYP2A13|UGT2B28|GSTA1|CYP3A7|TARS3|UGT2B15|CYP1A2|PTGES|UGT1A10|UGT1A9|WARS1|THEM4|GSTM4|SARS1|CYP2C8|PARS2|CYP4A22|UGT1A4|UGT1A5|UGT1A7|UGT1A8|ALOX5|AKR1C4|AKR1C3|AKR1C1|GARS1|CYP1A1|UGT2B11|UGT1A3|CYP2E1|ACLY|SARS2-2|SARS2|UGT2A2|SRD5A2|CYP1B1|MGST2|HARS2|ENPP1|CYP26C1|CYP3A4","128","1163|1232|1088|1118|1886|1301|1076|2291|1679|1898|2414|2636|499|1700|1913|1943|283|3128|2300|1319|1346|1226|1022|1034|1016|1718|1283|1694|1046|1295|316|2603|1337|1706|1364|1205|1889|1052|331|2228|1058|1742|325|4991|1277|1925|1724|1937|1652|1028|1664|1760|1040|358|1463|286|1472|1904|337|1670|1733|1178|394|1919|1931|1688|1112|1100|1313|319|1241|1631|1082","3.95E-37","","GO:0043436","3.3111259039317105","0"
"6568","188","GO Biological Process","","Cellular metabolic process","1.65E-33","HSD17B2|SULT2B1|SIRT4|GSTA3|CDK5RAP1|USB1|PIK3R2|NAMPT|CYP3A5|SULT1E1|RAD51AP1|WARS2|NT5C1A|GSTM2|AHR|AKR1D1|PLA2G12A|NT5C|CDADC1|ALOX12|UGT2A3|ABCB7|HSD17B7|GSTM5|NARS1|PSMB7|MSMO1|PIK3R3|ASPA|DCPS|SRD5A3|THRA|CAD|PI4K2B|PDE8B|UGT2B10|HPX|SRD5A1|NARS2|MARS2|PLA2R1|AKR1B1|PSMB4|CYP11B1|LTC4S|ALOX15|HPGDS|TLR3|SPIDR|MELK|GNPTAB|PCLAF|CYP2A6|CYP7A1|ENTPD3|UGT1A6|UGT2B7|UGT1A1|UGT2B4|ANKK1|CYP2S1|ADAT1|CYP4A11|SWI5|EZH2|UGT2B17|AHRR|CYP2B6|KARS1|CYP11B2|TPH2|UPP1|CYP2A13|UGT2B28|TMLHE|GSTA1|CYP3A7|PSMF1|TARS3|NT5C2|CIR1|UGT2B15|CYP1A2|PTGES|NOXA1|UGT1A10|CPSF4L|UGT1A9|WARS1|NT5C1B|NTRK3|GSTM3|PNP|DTL|SOAT1|THEM4|PI4KB|HSD3B1|SFR1|GSTM4|CYP17A1|SARS1|IRAK1|GSTA4|GSTA5|CYP2C8|PARS2|ENTPD8|CYP4A22|UCK1|UGT1A4|UGT1A5|UGT1A7|UGT1A8|ALOX5|EIF2S2|PLA2G2D|NMRK1|PIK3CD|KIN|AKR1C4|AKR1C3|AKR1C1|ASMT|IDI1|RAD1|NT5M|ASPDH|GARS1|RFC4|RAD9B|PRKAR1A|PDE8A|CDKL4|CYP1A1|TYMP|CDKL1|CYP19A1|THRB|ADA2|NCOA1|UGT2B11|RNF212|NT5C3B|NCOA2|NAPRT|ENPP3|EBNA1BP2|CHTF8|TOP2A|UGT1A3|GSTA2|AHRR-2|NT5C1B-RDH14|CYP2E1|NNMT|ADK|HSD3B2|SNW1|HSD17B6|AKT1|ACLY|SARS2-2|SARS2|UPP2|UGT2A2|NT5C3A|SRD5A2|CYP1B1|NMRK2|MGST2|CPSF1|SSU72P4|SSU72P2|SSU72P3|SSU72P7|SSU72P5|SSU72P8|RAD51|PDE8B-2|HARS2|INPP5F|ENPP1|CYP26C1|MED19|CYP3A4|NR1H2|PIK3CB","128","1013|1163|1232|1265|400|1451|1478|247|1088|1118|1853|1886|1547|1301|2096|1076|2216|1535|457|2291|1679|478|1124|1325|1898|256|2414|1508|2636|487|1106|274|499|1496|2723|1700|463|1154|1913|1943|3053|283|259|1094|3128|2300|1319|292|3239|1871|3266|2567|1346|1226|3008|1022|1034|1016|1718|2597|1283|3824|1694|3899|220|1046|3986|1295|316|1070|2603|1982|1337|1706|490|1364|1205|2531|1889|1559|4499|1052|331|2228|4649|1058|4706|1742|325|1529|496|1289|250|2561|472|4991|418|1133|3905|1277|1148|1925|295|1307|1271|1724|1937|1952|1652|475|1028|1664|1760|1040|358|481|361|1586|1520|5480|1463|286|1472|4607|466|5570|1553|2639|1904|373|5579|403|2738|448|337|1973|5669|310|277|1958|2099|1670|5840|2003|2105|1574|1235|460|5645|268|1733|1370|5675|1541|1178|1250|346|1142|439|1064|301|394|1919|1931|1994|1688|2009|1112|1100|1568|1313|433|4715|4739|4727|4733|4709|4721|379|5654|319|1481|1241|1631|415|1082|412|1514","9.49E-37","","GO:0044237","3.2782516055786095","0"
"7156","196","GO Biological Process","","Primary metabolic process","1.65E-33","HDAC7|HSD17B2|SULT2B1|SIRT4|GSTA3|CDK5RAP1|STS|USB1|DHDH|PIK3R2|NAMPT|CYP3A5|SULT1E1|RAD51AP1|PRSS16|WARS2|NT5C1A|MMP8|GSTM2|AKR1D1|PLA2G12A|NT5C|CDADC1|ALOX12|HSD17B7|TRIM45|NARS1|PSMB7|MMP20|MSMO1|PIK3R3|ASPA|DESI1|DCPS|SRD5A3|THRA|CAD|PI4K2B|PDE8B|UGT2B10|HPX|PELI2|SRD5A1|NARS2|MARS2|AKR1B1|PSMB4|CYP11B1|LTC4S|ALOX15|HPGDS|TLR3|SPIDR|MELK|GNPTAB|PCLAF|CYP2A6|CYP7A1|ENTPD3|DCXR|UGT2B7|UGT1A1|UGT2B4|ANKK1|CYP2S1|ADAT1|CYP4A11|SWI5|EZH2|UGT2B17|PELI3|CYP2B6|METAP2|KARS1|CYP11B2|TPH2|UPP1|CYP2A13|UGT2B28|GSTA1|CYP3A7|PSMF1|TARS3|NT5C2|CIR1|UGT2B15|CYP1A2|PTGES|UGT1A10|CPSF4L|UGT1A9|WARS1|DHCR7|MMP23B|NT5C1B|NTRK3|PNP|DTL|HSD11B1|SOAT1|MMP21|THEM4|PI4KB|HSD3B1|SFR1|GSTM4|PCGF6|CYP17A1|SARS1|IRAK1|CYP2C8|PARS2|ENTPD8|CYP4A22|UCK1|UGT1A4|UGT1A7|UGT1A8|ALOX5|EIF2S2|PLA2G2D|NMRK1|PIK3CD|KIN|MMP26|AKR1C4|AKR1C3|AKR1C1|PITRM1|ASMT|IDI1|RAD1|NT5M|ASPDH|GARS1|RFC4|RAD9B|PDE8A|CDKL4|CYP1A1|TYMP|CDKL1|CYP19A1|THRB|ADA2|NCOA1|PSMB11|UGT2B11|RNF212|NT5C3B|KDM4E|NCOA2|NAPRT|ENPP3|EBNA1BP2|CHTF8|TOP2A|UGT1A3|NT5C1B-RDH14|PHC1|CYP2E1|NNMT|ADK|HSD3B2|SNW1|HSD17B6|AKT1|ACLY|SARS2-2|SARS2|MMP28|UPP2|UGT2A2|NT5C3A|SRD5A2|CYP1B1|NMRK2|MGST2|CPSF1|EPOP|SSU72P4|SSU72P2|SSU72P3|SSU72P7|SSU72P5|SSU72P8|RAD51|PDE8B-2|HARS2|INPP5F|ENPP1|CYP26C1|MED19|CYP3A4|NR1H2|PIK3CB","128","217|1013|1163|1232|1265|400|1214|1451|1457|1478|247|1088|1118|1853|436|1886|1547|454|1301|1076|2216|1535|457|2291|1124|2471|1898|256|2549|2414|1508|2636|2537|487|1106|274|499|1496|2723|1700|463|2843|1154|1913|1943|283|259|1094|3128|2300|1319|292|3239|1871|3266|2567|1346|1226|3008|3062|1034|1016|1718|2597|1283|3824|1694|3899|220|1046|3980|1295|484|316|1070|2603|1982|1337|1706|1364|1205|2531|1889|1559|4499|1052|331|2228|1058|4706|1742|325|1169|2822|1529|496|250|2561|352|472|2810|4991|418|1133|3905|1277|1382|1148|1925|295|1724|1937|1952|1652|475|1028|1760|1040|358|481|361|1586|1520|5480|2831|1463|286|1472|442|4607|466|5570|1553|2639|1904|373|5579|2738|448|337|1973|5669|310|277|1958|2099|1880|1670|5840|2003|430|2105|1574|1235|460|5645|268|1733|1541|1388|1178|1250|346|1142|439|1064|301|394|1919|1931|2837|1994|1688|2009|1112|1100|1568|1313|433|3914|4715|4739|4727|4733|4709|4721|379|5654|319|1481|1241|1631|415|1082|412|1514","1.03E-36","","GO:0044238","3.2782516055786095","0"
"38","28","STRING Clusters","","Retinol metabolism, and CYP2E1 reactions","6.0E-33","CYP3A5|CYP2A6|UGT1A6|UGT2B7|UGT1A1|CYP2S1|CYP4A11|UGT2B17|CYP2B6|CYP2A13|UGT2B28|CYP3A7|UGT2B15|CYP1A2|UGT1A10|UGT1A9|CYP2C8|CYP4A22|UGT1A4|UGT1A5|UGT1A7|UGT1A8|UGT2B11|UGT1A3|CYP2E1|ENSP00000480571|CYP26C1|CYP3A4","128","1088|1346|1022|1034|1016|1283|1694|1046|1295|1337|1706|1205|1052|331|1058|1742|1724|1652|1028|1664|1760|1040|1670|1733|1178|1196|1631|1082","9.19E-36","","CL:9392","3.2221848749616355","0"
"819","70","GO Biological Process","","Carboxylic acid metabolic process","4.07E-32","SIRT4|CYP3A5|WARS2|GSTM2|AKR1D1|ALOX12|UGT2A3|NARS1|MSMO1|ASPA|CAD|UGT2B10|NARS2|MARS2|AKR1B1|LTC4S|ALOX15|HPGDS|CYP2A6|CYP7A1|UGT1A6|UGT2B7|UGT1A1|UGT2B4|CYP2S1|CYP4A11|UGT2B17|CYP2B6|KARS1|TPH2|CYP2A13|UGT2B28|GSTA1|CYP3A7|TARS3|UGT2B15|CYP1A2|PTGES|UGT1A10|UGT1A9|WARS1|THEM4|GSTM4|SARS1|CYP2C8|PARS2|CYP4A22|UGT1A4|UGT1A5|UGT1A7|UGT1A8|ALOX5|AKR1C4|AKR1C3|AKR1C1|GARS1|CYP1A1|UGT2B11|UGT1A3|CYP2E1|ACLY|SARS2-2|SARS2|UGT2A2|SRD5A2|CYP1B1|MGST2|HARS2|CYP26C1|CYP3A4","128","1232|1088|1886|1301|1076|2291|1679|1898|2414|2636|499|1700|1913|1943|283|3128|2300|1319|1346|1226|1022|1034|1016|1718|1283|1694|1046|1295|316|2603|1337|1706|1364|1205|1889|1052|331|2228|1058|1742|325|4991|1277|1925|1724|1937|1652|1028|1664|1760|1040|358|1463|286|1472|1904|337|1670|1733|1178|394|1919|1931|1688|1112|1100|1313|319|1631|1082","2.86E-35","","GO:0019752","3.139040559077478","0"
"1210","80","GO Biological Process","","Lipid metabolic process","4.23E-30","HSD17B2|SULT2B1|GSTA3|STS|PIK3R2|CYP3A5|SULT1E1|GSTM2|AKR1D1|PLA2G12A|ALOX12|HSD17B7|MSMO1|PIK3R3|SRD5A3|PI4K2B|UGT2B10|SRD5A1|AKR1B1|CYP11B1|LTC4S|ALOX15|HPGDS|CYP2A6|CYP7A1|UGT2B7|UGT1A1|UGT2B4|CYP2S1|CYP4A11|UGT2B17|CYP2B6|CYP11B2|CYP2A13|UGT2B28|GSTA1|CYP3A7|UGT2B15|CYP1A2|PTGES|UGT1A10|UGT1A9|DHCR7|HSD11B1|SOAT1|THEM4|PI4KB|HSD3B1|GSTM4|CYP17A1|CYP2C8|CYP4A22|UGT1A4|UGT1A7|UGT1A8|ALOX5|PLA2G2D|PIK3CD|AKR1C4|AKR1C3|AKR1C1|ASMT|IDI1|CYP1A1|CYP19A1|UGT2B11|UGT1A3|CYP2E1|HSD3B2|HSD17B6|ACLY|UGT2A2|SRD5A2|CYP1B1|MGST2|INPP5F|CYP26C1|CYP3A4|NR1H2|PIK3CB","128","1013|1163|1265|1214|1478|1088|1118|1301|1076|2216|2291|1124|2414|1508|1106|1496|1700|1154|283|1094|3128|2300|1319|1346|1226|1034|1016|1718|1283|1694|1046|1295|1070|1337|1706|1364|1205|1052|331|2228|1058|1742|1169|352|472|4991|418|1133|1277|1148|1724|1652|1028|1760|1040|358|361|1520|1463|286|1472|4607|466|337|310|1670|1733|1178|1142|1064|394|1688|1112|1100|1313|1481|1631|1082|412|1514","3.24E-33","","GO:0006629","2.9373659632624958","0"
"208","41","GO Biological Process","","Hormone metabolic process","4.52E-30","HSD17B2|CYP3A5|SULT1E1|AKR1D1|HSD17B7|SRD5A3|UGT2B10|SRD5A1|AKR1B1|CYP11B1|UGT2B7|UGT1A1|UGT2B4|CYP2S1|UGT2B17|CYP11B2|UGT2B28|CYP3A7|UGT2B15|CYP1A2|UGT1A9|DHCR7|HSD3B1|CYP17A1|CYP2C8|UGT1A7|UGT1A8|AKR1C4|AKR1C3|AKR1C1|ASMT|CYP1A1|CYP19A1|UGT2B11|UGT1A3|HSD3B2|HSD17B6|SRD5A2|CYP1B1|CYP26C1|CYP3A4","128","1013|1088|1118|1076|1124|1106|1700|1154|283|1094|1034|1016|1718|1283|1046|1070|1706|1205|1052|331|1742|1169|1133|1148|1724|1760|1040|1463|286|1472|4607|337|310|1670|1733|1142|1064|1112|1100|1631|1082","3.75E-33","","GO:0042445","2.934486156518862","0"
"32","25","STRING Clusters","","Retinol metabolism","9.95E-30","CYP3A5|CYP2A6|UGT1A6|UGT2B7|UGT1A1|CYP2S1|CYP4A11|CYP2B6|UGT2B28|CYP3A7|CYP1A2|UGT1A10|UGT1A9|CYP2C8|CYP4A22|UGT1A4|UGT1A5|UGT1A7|UGT1A8|UGT2B11|UGT1A3|CYP2E1|ENSP00000480571|CYP26C1|CYP3A4","128","1088|1346|1022|1034|1016|1283|1694|1295|1706|1205|331|1058|1742|1724|1652|1028|1664|1760|1040|1670|1733|1178|1196|1631|1082","1.74E-32","","CL:9393","2.9002176919254277","0"
"104","33","Reactome Pathways","","Phase II - Conjugation of compounds","1.15E-29","SULT2B1|GSTA3|SULT1E1|GSTM2|UGT2A3|GSTM5|UGT2B10|HPGDS|UGT1A6|UGT2B7|UGT1A1|UGT2B4|UGT2B17|UGT2B28|GSTA1|UGT2B15|CYP1A2|UGT1A10|UGT1A9|GSTM3|GSTM4|GSTA4|GSTA5|UGT1A4|UGT1A5|UGT1A7|UGT1A8|MGST1|UGT2B11|UGT1A3|GSTA2|NNMT|MGST2","128","1163|1265|1118|1301|1679|1325|1700|1319|1022|1034|1016|1718|1046|1706|1364|1052|331|1058|1742|1289|1277|1307|1271|1028|1664|1760|1040|1331|1670|1733|1370|1250|1313","1.52E-32","","HSA-156580","2.8939302159646387","0"
"115","34","GO Biological Process","","Xenobiotic metabolic process","1.36E-29","GSTA3|CYP3A5|GSTM2|AHR|CYP2A6|UGT1A6|UGT1A1|CYP2S1|AHRR|CYP2B6|CYP2A13|UGT2B28|GSTA1|CYP3A7|UGT2B15|CYP1A2|UGT1A10|UGT1A9|GSTM3|GSTM4|GSTA4|GSTA5|CYP2C8|UGT1A7|UGT1A8|AKR1C1|CYP1A1|UGT2B11|UGT1A3|GSTA2|AHRR-2|CYP2E1|CYP1B1|CYP3A4","128","1265|1088|1301|2096|1346|1022|1016|1283|3986|1295|1337|1706|1364|1205|1052|331|1058|1742|1289|1277|1307|1271|1724|1760|1040|1472|337|1670|1733|1370|5675|1178|1100|1082","1.21E-32","","GO:0006805","2.8866461091629785","0"
"502","51","GO Biological Process","","Monocarboxylic acid metabolic process","1.19E-25","CYP3A5|GSTM2|AKR1D1|ALOX12|UGT2A3|MSMO1|UGT2B10|AKR1B1|LTC4S|ALOX15|HPGDS|CYP2A6|CYP7A1|UGT1A6|UGT2B7|UGT1A1|UGT2B4|CYP2S1|CYP4A11|UGT2B17|CYP2B6|CYP2A13|UGT2B28|GSTA1|CYP3A7|UGT2B15|CYP1A2|PTGES|UGT1A10|UGT1A9|THEM4|GSTM4|CYP2C8|CYP4A22|UGT1A4|UGT1A5|UGT1A7|UGT1A8|ALOX5|AKR1C4|AKR1C3|AKR1C1|CYP1A1|UGT2B11|UGT1A3|CYP2E1|ACLY|UGT2A2|CYP1B1|CYP26C1|CYP3A4","128","1088|1301|1076|2291|1679|2414|1700|283|3128|2300|1319|1346|1226|1022|1034|1016|1718|1283|1694|1046|1295|1337|1706|1364|1205|1052|331|2228|1058|1742|4991|1277|1724|1652|1028|1664|1760|1040|358|1463|286|1472|337|1670|1733|1178|394|1688|1100|1631|1082","1.14E-28","","GO:0032787","2.4924453038607473","0"
"181","35","GO Biological Process","","Cellular response to xenobiotic stimulus","3.94E-25","GSTA3|CYP3A5|GSTM2|AHR|TLR3|CYP2A6|UGT1A6|UGT1A1|CYP2S1|AHRR|CYP2B6|CYP2A13|UGT2B28|GSTA1|CYP3A7|UGT2B15|CYP1A2|UGT1A10|UGT1A9|GSTM3|GSTM4|GSTA4|GSTA5|CYP2C8|UGT1A7|UGT1A8|AKR1C1|CYP1A1|UGT2B11|UGT1A3|GSTA2|AHRR-2|CYP2E1|CYP1B1|CYP3A4","128","1265|1088|1301|2096|292|1346|1022|1016|1283|3986|1295|1337|1706|1364|1205|1052|331|1058|1742|1289|1277|1307|1271|1724|1760|1040|1472|337|1670|1733|1370|5675|1178|1100|1082","4.02E-28","","GO:0071466","2.4404503778174425","0"
"33","21","KEGG Pathways","","Pentose and glucuronate interconversions","1.84E-24","DHDH|UGT2A3|UGT2B10|AKR1B1|UGT1A6|DCXR|UGT2B7|UGT1A1|UGT2B4|UGT2B17|UGT2B28|UGT2B15|UGT1A10|UGT1A9|UGT1A4|UGT1A5|UGT1A7|UGT1A8|UGT2B11|UGT1A3|UGT2A2","128","1457|1679|1700|283|1022|3062|1034|1016|1718|1046|1706|1052|1058|1742|1028|1664|1760|1040|1670|1733|1688","4.39E-26","","hsa00040","2.373518217699046","0"
